# 2025  3  6  6 30 UTC  2025  3  6  7 10 UTC
# ID,Year,Month,Day,Time(UTC),Lat,Lon,Area(km^2),Volcano,Level,Reliability,FRP(Wm^-2),QF,Hot(ID)
1,2025,3,6,0628,49.58,111.94,3.21,0,2,3,9.05,0,1
2,2025,3,6,0628,49.58,111.96,3.21,0,2,3,9.05,0,1
3,2025,3,6,0628,49.56,111.98,3.22,0,2,3,7.16,0,3
4,2025,3,6,0634,45.98,122.76,3.44,0,1,3,36.48,0,4
5,2025,3,6,0634,45.98,122.78,3.44,0,1,3,36.48,0,4
6,2025,3,6,0634,45.96,122.78,3.45,0,1,3,36.48,0,4
7,2025,3,6,0634,45.86,122.74,3.45,0,2,3,9.41,0,7
8,2025,3,6,0634,45.86,122.76,3.45,0,2,3,9.41,0,7
9,2025,3,6,0634,45.84,122.76,3.45,0,2,3,9.41,0,7
10,2025,3,6,0634,45.58,126.16,3.47,0,2,3,6.79,0,10
11,2025,3,6,0634,45.58,126.18,3.47,0,2,3,6.79,0,10
12,2025,3,6,0634,45.44,126.00,3.48,0,2,1,5.81,0,13
13,2025,3,6,0634,45.44,126.02,3.48,0,2,1,5.81,0,13
14,2025,3,6,0634,45.42,126.02,3.48,0,2,3,5.81,0,13
15,2025,3,6,0634,45.32,126.46,3.49,0,2,5,9.82,0,32
16,2025,3,6,0634,45.32,126.48,3.49,0,2,5,9.82,0,32
17,2025,3,6,0634,45.32,126.50,3.49,0,2,3,3.30,0,32
18,2025,3,6,0634,45.30,126.44,3.49,0,3,3,2.21,0,32
19,2025,3,6,0634,45.30,126.46,3.49,0,3,3,2.21,0,32
20,2025,3,6,0634,45.30,126.50,3.49,0,3,3,3.38,0,32
21,2025,3,6,0634,45.30,126.52,3.49,0,2,5,9.71,0,32
22,2025,3,6,0634,45.30,126.54,3.49,0,2,5,9.71,0,32
23,2025,3,6,0634,45.28,126.44,3.49,0,3,3,2.21,0,32
24,2025,3,6,0634,45.28,126.46,3.49,0,3,3,2.21,0,32
25,2025,3,6,0634,45.28,126.50,3.49,0,3,5,3.38,0,32
26,2025,3,6,0634,45.28,126.52,3.49,0,3,5,3.38,0,32
27,2025,3,6,0634,45.28,126.54,3.49,0,2,5,9.71,0,32
28,2025,3,6,0634,45.26,126.40,3.49,0,2,5,27.23,0,32
29,2025,3,6,0634,45.26,126.42,3.49,0,2,5,20.12,0,32
30,2025,3,6,0634,45.26,126.44,3.49,0,2,5,20.12,0,32
31,2025,3,6,0634,45.26,126.46,3.49,0,3,5,3.71,0,32
32,2025,3,6,0634,45.24,126.40,3.49,0,2,5,97.48,0,32
33,2025,3,6,0634,45.24,126.42,3.49,0,2,5,97.48,0,32
34,2025,3,6,0634,45.24,126.44,3.49,0,2,5,57.42,0,32
