# 2025  3  6  6 50 UTC  2025  3  6  7 30 UTC
# ID,Year,Month,Day,Time(UTC),Lat,Lon,Area(km^2),Volcano,Level,Reliability,FRP(Wm^-2),QF,Hot(ID)
1,2025,3,6,0651,49.58,111.94,3.21,0,2,3,8.03,0,1
2,2025,3,6,0651,49.58,111.96,3.21,0,2,3,8.03,0,1
3,2025,3,6,0651,49.56,111.98,3.22,0,2,3,7.05,0,3
4,2025,3,6,0651,46.26,122.24,3.43,0,2,1,1.76,0,6
5,2025,3,6,0651,46.26,122.26,3.43,0,2,3,1.76,0,6
6,2025,3,6,0651,46.24,122.26,3.43,0,2,1,1.76,0,6
7,2025,3,6,0651,46.02,122.74,3.44,0,2,3,17.39,0,10
8,2025,3,6,0651,46.02,122.76,3.44,0,2,3,17.39,0,10
9,2025,3,6,0651,46.00,122.76,3.44,0,2,3,17.39,0,10
10,2025,3,6,0651,45.98,122.76,3.44,0,2,5,35.93,0,10
11,2025,3,6,0651,45.98,122.78,3.44,0,2,5,35.93,0,10
12,2025,3,6,0651,45.96,122.78,3.45,0,2,5,35.92,0,10
13,2025,3,6,0651,45.58,126.16,3.47,0,2,3,6.58,0,13
14,2025,3,6,0651,45.58,126.18,3.47,0,2,3,6.58,0,13
15,2025,3,6,0651,45.58,126.20,3.47,0,2,3,5.23,0,13
16,2025,3,6,0651,45.50,121.86,3.47,0,2,1,1.72,0,16
17,2025,3,6,0651,45.50,121.88,3.47,0,2,1,1.72,0,16
18,2025,3,6,0651,45.48,121.88,3.48,0,2,1,1.72,0,16
19,2025,3,6,0651,45.42,121.40,3.48,0,3,1,.95,0,19
20,2025,3,6,0651,45.38,131.76,3.48,0,1,5,27.89,0,20
21,2025,3,6,0651,45.38,131.78,3.48,0,2,5,17.49,0,20
22,2025,3,6,0651,45.38,131.80,3.48,0,2,5,17.49,0,20
23,2025,3,6,0651,45.36,131.76,3.48,0,2,3,4.01,0,20
24,2025,3,6,0651,45.36,131.78,3.48,0,2,3,4.01,0,20
25,2025,3,6,0651,45.36,131.80,3.48,0,2,5,17.47,0,20
26,2025,3,6,0651,45.34,131.76,3.48,0,2,1,4.01,0,20
27,2025,3,6,0651,45.34,131.78,3.48,0,2,3,4.01,0,20
28,2025,3,6,0651,45.34,131.80,3.48,0,3,3,3.81,0,20
29,2025,3,6,0651,45.32,126.50,3.49,0,2,3,2.81,0,29
30,2025,3,6,0651,45.30,126.42,3.49,0,3,3,2.05,0,45
31,2025,3,6,0651,45.30,126.44,3.49,0,3,3,2.77,0,45
32,2025,3,6,0651,45.30,126.46,3.49,0,3,3,2.77,0,45
33,2025,3,6,0651,45.30,126.52,3.49,0,2,5,3.97,0,34
34,2025,3,6,0651,45.30,126.54,3.49,0,2,5,3.97,0,34
35,2025,3,6,0651,45.28,126.42,3.49,0,3,3,2.05,0,45
36,2025,3,6,0651,45.28,126.44,3.49,0,3,3,2.77,0,45
37,2025,3,6,0651,45.28,126.46,3.49,0,3,3,2.77,0,45
38,2025,3,6,0651,45.28,126.54,3.49,0,2,5,3.97,0,34
39,2025,3,6,0651,45.26,126.40,3.49,0,2,5,36.48,0,45
40,2025,3,6,0651,45.26,126.42,3.49,0,2,5,19.73,0,45
41,2025,3,6,0651,45.26,126.44,3.49,0,2,5,19.73,0,45
42,2025,3,6,0651,45.26,126.48,3.49,0,2,3,2.21,0,42
43,2025,3,6,0651,45.26,126.56,3.49,0,3,3,2.64,0,44
44,2025,3,6,0651,45.26,126.58,3.49,0,3,3,2.64,0,44
45,2025,3,6,0651,45.24,126.40,3.49,0,1,5,140.38,0,45
46,2025,3,6,0651,45.24,126.42,3.49,0,1,5,140.38,0,45
47,2025,3,6,0651,45.24,126.44,3.49,0,2,5,22.02,0,45
48,2025,3,6,0651,45.24,126.46,3.49,0,3,3,1.81,0,45
49,2025,3,6,0651,45.24,126.58,3.49,0,3,3,2.64,0,44
50,2025,3,6,0651,45.22,126.40,3.49,0,1,5,140.38,0,45
51,2025,3,6,0651,45.22,126.42,3.49,0,1,5,140.38,0,45
52,2025,3,6,0651,45.22,126.44,3.49,0,2,5,22.02,0,45
53,2025,3,6,0651,45.22,126.46,3.49,0,3,3,1.81,0,45
54,2025,3,6,0651,45.22,126.48,3.49,0,3,3,1.81,0,45
55,2025,3,6,0651,44.66,126.30,3.53,0,1,3,10.10,0,55
56,2025,3,6,0651,44.64,126.30,3.53,0,1,3,10.10,0,55
57,2025,3,6,0651,44.60,126.06,3.53,0,3,3,2.72,0,57
58,2025,3,6,0651,44.42,125.94,3.54,0,2,3,6.69,0,58
59,2025,3,6,0651,44.42,125.96,3.54,0,2,3,6.69,0,58
60,2025,3,6,0651,44.38,132.48,3.54,0,2,5,42.39,0,60
61,2025,3,6,0651,44.24,125.30,3.55,0,2,3,5.51,0,61
62,2025,3,6,0651,44.24,125.32,3.55,0,2,3,5.51,0,61
63,2025,3,6,0651,44.22,125.32,3.55,0,2,3,5.51,0,61
64,2025,3,6,0651,44.18,132.34,3.55,0,1,3,42.94,0,64
65,2025,3,6,0651,44.16,132.34,3.56,0,1,3,42.94,0,64
66,2025,3,6,0651,44.16,132.36,3.56,0,1,3,42.94,0,64
67,2025,3,6,0651,44.14,132.34,3.56,0,2,5,31.49,0,64
68,2025,3,6,0651,44.14,132.36,3.56,0,2,5,31.49,0,64
69,2025,3,6,0651,44.14,132.38,3.56,0,2,3,6.43,0,64
70,2025,3,6,0651,43.88,132.00,3.57,0,2,3,9.96,0,70
71,2025,3,6,0651,43.74,135.20,3.58,0,3,3,2.02,0,71
72,2025,3,6,0651,43.72,135.20,3.58,0,3,3,2.02,0,71
73,2025,3,6,0651,43.34,132.06,3.60,0,2,3,8.19,0,73
74,2025,3,6,0651,43.32,133.50,3.61,0,2,3,2.82,0,74
75,2025,3,6,0651,43.30,133.50,3.61,0,2,3,2.81,0,74
76,2025,3,6,0651,43.24,133.16,3.61,0,2,5,5.30,0,77
77,2025,3,6,0651,43.24,133.18,3.61,0,2,5,5.30,0,77
78,2025,3,6,0651,43.24,133.20,3.61,0,3,5,4.66,0,77
79,2025,3,6,0651,43.22,132.60,3.61,0,2,3,2.68,0,87
80,2025,3,6,0651,43.22,132.62,3.61,0,2,5,5.37,0,87
81,2025,3,6,0651,43.22,133.18,3.61,0,2,5,5.30,0,77
82,2025,3,6,0651,43.22,133.20,3.61,0,3,5,4.66,0,77
83,2025,3,6,0651,43.20,132.60,3.61,0,2,3,2.68,0,87
84,2025,3,6,0651,43.20,132.62,3.61,0,2,5,5.37,0,87
85,2025,3,6,0651,43.20,132.64,3.61,0,2,5,5.37,0,87
86,2025,3,6,0651,43.18,132.60,3.61,0,2,3,4.59,0,87
87,2025,3,6,0651,43.18,132.62,3.61,0,2,5,8.38,0,87
88,2025,3,6,0651,43.18,132.64,3.61,0,2,5,8.38,0,87
89,2025,3,6,0651,43.12,133.14,3.62,0,2,5,4.39,0,93
90,2025,3,6,0651,43.12,133.16,3.62,0,2,5,2.63,0,93
91,2025,3,6,0651,43.10,133.14,3.62,0,2,5,4.39,0,93
92,2025,3,6,0651,43.10,133.16,3.62,0,2,5,2.63,0,93
93,2025,3,6,0651,43.08,133.14,3.62,0,2,5,66.58,0,93
94,2025,3,6,0651,43.08,133.16,3.62,0,2,5,44.71,0,93
95,2025,3,6,0651,43.08,133.18,3.62,0,2,5,44.71,0,93
96,2025,3,6,0651,43.06,133.16,3.62,0,2,5,2.38,0,93
97,2025,3,6,0651,43.06,133.18,3.62,0,2,3,2.38,0,93
98,2025,3,6,0651,43.04,133.18,3.62,0,2,3,2.38,0,93
99,2025,3,6,0651,40.56,124.22,3.77,0,2,3,2.18,0,99
100,2025,3,6,0651,40.56,124.24,3.77,0,3,3,1.04,0,99
101,2025,3,6,0651,40.54,124.26,3.77,0,3,3,.99,0,101
102,2025,3,6,0651,36.60,116.24,3.98,0,3,1,1.42,0,102
103,2025,3,6,0651,36.60,116.26,3.98,0,3,1,1.42,0,102
104,2025,3,6,0651,34.80,116.06,4.07,0,3,1,1.36,0,104
105,2025,3,6,0651,34.80,116.08,4.07,0,3,1,1.10,0,104
106,2025,3,6,0651,34.80,116.10,4.07,0,3,3,1.10,0,104
107,2025,3,6,0651,34.78,116.10,4.07,0,3,1,.99,0,104
108,2025,3,6,0651,34.30,119.22,4.09,0,3,1,.91,0,108
109,2025,3,6,0651,34.28,119.24,4.10,0,3,1,.98,0,109
110,2025,3,6,0651,34.10,115.30,4.10,0,3,3,.78,0,111
111,2025,3,6,0651,34.10,115.32,4.10,0,3,3,.78,0,111
112,2025,3,6,0651,34.10,119.34,4.10,0,3,1,.80,0,112
113,2025,3,6,0651,34.08,114.82,4.11,0,3,1,1.29,0,114
114,2025,3,6,0651,34.08,114.84,4.11,0,3,3,1.73,0,114
115,2025,3,6,0651,34.08,114.86,4.11,0,3,3,1.73,0,114
116,2025,3,6,0651,34.08,119.34,4.11,0,3,1,.80,0,112
117,2025,3,6,0651,34.06,114.84,4.11,0,3,1,1.45,0,114
118,2025,3,6,0651,34.06,114.86,4.11,0,3,3,1.50,0,114
119,2025,3,6,0651,34.04,114.84,4.11,0,3,1,1.45,0,114
120,2025,3,6,0651,34.04,114.86,4.11,0,3,3,1.50,0,114
121,2025,3,6,0651,34.04,114.88,4.11,0,3,3,1.50,0,114
122,2025,3,6,0651,34.00,119.82,4.11,0,2,1,1.06,0,122
123,2025,3,6,0651,34.00,119.84,4.11,0,3,1,.89,0,122
124,2025,3,6,0651,33.96,116.44,4.11,0,3,1,.99,0,125
125,2025,3,6,0651,33.94,116.44,4.11,0,3,1,.99,0,125
