# 2025  3  6  6 10 UTC  2025  3  6  6 50 UTC
# ID,Year,Month,Day,Time(UTC),Lat,Lon,Area(km^2),Volcano,Level,Reliability,FRP(Wm^-2),QF,Hot(ID)
1,2025,3,6,0611,50.48,104.88,3.15,0,2,1,9.12,0,1
2,2025,3,6,0611,49.58,111.94,3.21,0,2,3,6.19,0,3
3,2025,3,6,0611,49.58,111.96,3.21,0,2,3,6.19,0,3
4,2025,3,6,0611,49.58,111.98,3.21,0,3,3,4.68,0,3
5,2025,3,6,0611,49.58,112.00,3.21,0,3,3,4.68,0,3
6,2025,3,6,0611,49.56,111.98,3.22,0,2,3,6.08,0,3
7,2025,3,6,0611,49.56,112.00,3.22,0,3,3,4.68,0,3
8,2025,3,6,0611,49.56,112.02,3.22,0,3,3,4.68,0,3
9,2025,3,6,0611,46.02,122.74,3.44,0,2,5,15.41,0,12
10,2025,3,6,0611,46.02,122.76,3.44,0,2,5,15.41,0,12
11,2025,3,6,0611,46.00,122.76,3.44,0,2,5,15.41,0,12
12,2025,3,6,0611,45.98,122.76,3.44,0,2,5,54.25,0,12
13,2025,3,6,0611,45.98,122.78,3.44,0,2,5,54.25,0,12
14,2025,3,6,0611,45.96,122.78,3.45,0,2,5,54.11,0,12
15,2025,3,6,0611,45.86,122.72,3.45,0,2,5,13.52,0,16
16,2025,3,6,0611,45.86,122.74,3.45,0,2,5,19.53,0,16
17,2025,3,6,0611,45.86,122.76,3.45,0,2,5,19.53,0,16
18,2025,3,6,0611,45.84,122.72,3.45,0,2,5,13.52,0,16
19,2025,3,6,0611,45.84,122.74,3.45,0,2,5,13.52,0,16
20,2025,3,6,0611,45.84,122.76,3.45,0,2,5,19.53,0,16
21,2025,3,6,0611,45.82,122.76,3.45,0,2,3,2.78,0,16
22,2025,3,6,0611,45.82,122.78,3.45,0,2,3,2.78,0,16
23,2025,3,6,0611,45.58,126.16,3.47,0,2,3,5.58,0,23
24,2025,3,6,0611,45.58,126.18,3.47,0,2,3,5.58,0,23
25,2025,3,6,0611,45.32,126.50,3.49,0,3,3,2.86,0,37
26,2025,3,6,0611,45.30,126.50,3.49,0,2,5,8.56,0,37
27,2025,3,6,0611,45.30,126.52,3.49,0,2,5,24.16,0,37
28,2025,3,6,0611,45.30,126.54,3.49,0,2,5,24.16,0,37
29,2025,3,6,0611,45.30,126.56,3.49,0,1,5,16.16,0,37
30,2025,3,6,0611,45.28,126.50,3.49,0,2,5,8.56,0,37
31,2025,3,6,0611,45.28,126.52,3.49,0,2,5,8.56,0,37
32,2025,3,6,0611,45.28,126.54,3.49,0,2,5,24.16,0,37
33,2025,3,6,0611,45.28,126.56,3.49,0,1,5,16.16,0,37
34,2025,3,6,0611,45.26,126.40,3.49,0,2,5,28.52,0,40
35,2025,3,6,0611,45.26,126.42,3.49,0,2,5,30.24,0,40
36,2025,3,6,0611,45.26,126.44,3.49,0,2,5,30.24,0,40
37,2025,3,6,0611,45.26,126.54,3.49,0,2,5,28.61,0,37
38,2025,3,6,0611,45.26,126.56,3.49,0,2,5,4.85,0,37
